"hs","lalpha","auq1","AUQ2"
"0210920100","MEAT & EDIBLE OFFAL, OF WHALES, DOLPHINS, PORPOISES, MANATEES,DUGONGS,SEALS,SEAL LIONS,WALRUS, SALTED, IN BRINE, DRD, SMOKD, INC EDIBLE FLOURS & MEALS","KG",
"0210930000","MEAT AND EDIBLE OFFAL OF REPTILES, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS","KG",
"0210992000","MEAT AND EDIBLE OFFAL OF CHICKENS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS","KG",
"0210999100","MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL, NESOI","KG",
"0301110010","KOI (COMMON) CARP (CYPRINUS CARPIO), LIVE","X",
"0301110020","GOLDFISH (CARASSIUS AURATUS) AND CRUCIAN CARP (CARASSIUS CARASSIUS), LIVE","X",
"0301110090","FRESHWATER FISH, ORNAMENTAL, LIVE, NESOI","X",
"0301190000","FISH, ORNAMENTAL, LIVE, OTHER THAN FRESHWATER","X",
"0301910000","TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE AND CHRYSOGASTER), LIVE","X",
"0301920000","EELS (ANGUILLA SPP.), LIVE","KG",
"0301930210","GRASS CARP (CTENOPHARYNGODON IDELLUS), AND SILVER CARP (HYPOPHTHALMICHTHYS MOLITRIX), LIVE","X",
"0301930290","CARP, LIVE, NESOI","X",
"0301940100","ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), LIVE","KG",
"0301950000","SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), LIVE","KG",
"0301990310","TENCH (TINCA TINCA) AND SHEATFISH (SILURUS GLANIS), LIVE","X",
"0301990315","BIGHEAD CARP (ARISTICHTHYS NOBILIS), LIVE","X",
"0301990390","FISH, LIVE, NESOI","X",
"0302110010","RAINBOW TROUT (SALMO GAIRDNERI), FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302110090","TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE & CHRYSOGASTER), FR/CH, EXCEPT FARMED RAINBOW TROUT; FILLETS, LIVER & ROE","KG",
"0302130013","CHINOOK (KING) SALMON, FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302130014","CHINOOK (KING) SALMON, FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES","KG",
"0302130022","CHUM (DOG) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302130032","PINK (HUMPIE) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302130042","SOCKEYE (RED) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302130053","COHO (SILVER) SALMON, FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302130054","COHO (SILVER) SALMON, FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES","KG",
"0302130062","PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCH GORBUSCHA, ETC), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302140003","ATLANTIC SALMON (SALMO SALAR), FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302140004","ATLANTIC SALMON (SALMO SALAR), FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES","KG",
"0302140062","DANUBE SALMON (HUCHO HUCHO), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302190000","SALMONIDAE, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302210010","ATLANTIC HALIBUT (HIPPOGLOSSUS HIPPOGLOSSUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302210020","PACIFIC HALIBUT (HIPPOGLOSSUS STENOLEPIS), FRESH OR CHILLED, EXCEPT  FILLETS, LIVERS AND ROES","KG",
"0302210090","GREENLAND HALIBUT/TURBOT (REINHARDTIUS HIPPOGLOSSOIDES), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302220000","PLAICE (PLEURONECTES PLATESSA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302230000","SOLE (SOLEA SPP.), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302240000","TURBOTS (PSETTA MAXIMA), FRESH OR CHILLED, EXCLEPT FILLETS, LIVERS AND ROES","KG",
"0302290110","FLOUNDER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302290190","FLATFISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), FRESH OR CHILLED, EXCLEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302310000","ALBACORE OR LONGFINNED TUNAS (THUNNUS ALALUNGA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302320000","YELLOWFIN TUNAS (THUNNUS ALBACARES), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302330000","SKIPJACK OR STRIPE-BELLIED BONITO TUNAS (EUTHYNNUS {KATSUWONUS} PELAMIS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302340000","BIGEYE TUNAS (THUNNUS OBESUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302350100","ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302360000","SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302390200","TUNAS (OF GENUS THUNNUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302410000","HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302420000","ANCHOVIES, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304","KG",
"0302430000","SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS), FR/CH, EXCEPT FILLET, LIVER, ROE","KG",
"0302440000","MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302451100","JACK AND HORSE MACKEREL , FRESH/CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302455000","JACK AND HORSE MACKEREL, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304","KG",
"0302461100","COBIA, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302465000","COBIA, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302470010","SWORDFISH STEAKS, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302470090","SWORDFISH, FRESH OR CHILLED, EXCEPT SWORDFISH STEAKS, FILLETS, LIVERS AND ROES, NESOI","KG",
"0302490000","INDIAN MACKRLS,SEERFISHES, JACKS, CREVALLES, SILVER POMFRETS, PACIFIC SAURY,SCADS,CAPELIN,KAWAKAWA, BONITOS,MARLINS,SAILFISHES,SPEARFISH,FRESH/CHILLED","KG",
"0302510010","ATLANTIC COD (GADUS MORHUA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302510090","COD (GADUS OGAC, GADUS MACROCEPHALUS), FRESH OR CHILLED, EXCEPT ATLANTIC COD, FILLETS, LIVERS AND ROES","KG",
"0302520000","HADDOCK (MELANOGRAMMUS AEGLEFINUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302530000","ATLANTIC POLLOCK (POLLACHIUS VIRENS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302541100","HAKE, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302545000","HAKE, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302551100","ALASKA POLLOCK, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302555000","ALASKA POLLOCK, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302561100","BLUE WHITINGS, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302565000","BLUE WHITINGS, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302591100","FISH OF FAMILES BREGMACEROTIDAE, ETC; FR/CH, SCALED, IN CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302595010","POLLOCK, FRESH OR CHILLED, EXCEPT ALANTIC POLLOCK, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302595090","FISH OF FAMILIES BREGMACEROTIDAE, ETC; FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302711100","TILAPIAS, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302715000","TILAPIAS, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302721100","CATFISH, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302725001","ICTALURUS SPP., FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302725004","PANGASIUS SPP.,  INCLUDING BASA AND TRA, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302725034","CATFISH, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302731100","CARP, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302735000","CARP, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302740000","EELS (ANGUILLA SPP.), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302791100","SNAKEHEADS, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302795025","NILE PERCH, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302795076","SNAKEHEADS, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302810011","DOGFISH (SQUALUS SPP.), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302810091","SHARKS, FRESH OR CHILLED, EXCEPT DOGFISH, FILLETS, LIVERS AND ROES","KG",
"0302820000","RAYS AND SKATES, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302830000","TOOTHFISH (DISSOSTICHUS SPP.), FRESH OR CHILLED, EXCLUDING FILLETS, LIVERS AND ROES","KG",
"0302841100","SEABASS, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302845000","SEABASS, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302851100","SEABREAM (SPARIDAE), FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0302855000","SEABREAM, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302891120","SABLE FISH (ANOPLOPOMA FIMBRIA), FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS, ROES","KG",
"0302891140","FISH, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895007","PIKE, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895010","PICKEREL, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895013","PIKE PERCH (INCLUDING YELLOW PIKE), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895025","PERCH (EXCEPT PIKE OR NILE PERCH), FRESHWATER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895028","BASS, FRESHWATER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895031","WHITEFISH, FRESHWATER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895034","FISH, FRESHWATER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895037","SMELTS, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895040","CUSK, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895049","SHAD AND STURGEON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895052","SABLE FISH (ANOPLOPOMA FIMBRIA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895055","OCEAN PERCH, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895058","SNAPPER (LUTJANIDAE SPP.), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895061","GROUPER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895064","LINGCOD (OPHIODON ELONGATUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895067","MONKFISH (LOPHIUS SPP.), FRESH OR CHILLED, EXCLUDING FILLETS, LIVERS AND ROES","KG",
"0302895070","ATKA MACKERAL (ATKAFISH; PLEUROGRAMMUS MONOPTERYIUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0302895072","DOLPHIN FISH (MAHI MAHI) (CORYPHAENA SPP.), FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302895077","FISH, FRESH OR CHILLED, OTHER THAN FRESHWATER, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI","KG",
"0302912000","STURGEON ROE, FRESH OR CHILLED","KG",
"0302914010","MULLET ROE, FRESH OR CHILLED","KG",
"0302914090","FISH LIVERS AND ROES, FRESH OR CHILLED, NESOI","KG",
"0302920000","SHARK FINS, FRESH OR CHILLED, EXCEPT FILLETS","KG",
"0302990000","OTHER EDIBLE FISH OFFAL, FRESH OR CHILLED, NESOI","KG",
"0303110000","SOCKEYE (RED) SALMON (ONCORHYNCHUS NERKA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303120012","CHINOOK (KING) SALMON (ONCORHYNCHUS TSCHAWYTSCHA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303120022","CHUM (DOG) SALMON (ONCORHYNCHUS KETA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303120032","PINK (HUMPIE) SALMON (ONCORHYNCHUS GORBUSCHA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303120052","COHO (SILVER) SALMON (ONCORHYNCHUS KISUTCH), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303120062","PACIFIC SALMON (ONCORHYNCHUS MASOU, ONCORHYNCHUS RHODURUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303130000","ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303140000","TROUT (SALMO TRUTTA; ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE AND CHRYSOGASTER), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303190100","SALMONIDAE, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303230000","TILAPIA (OREOCHROMIS SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303240010","ICTALURUS SPP, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303240020","PANGASIUS SPP, INCLUDING BASA AND TRA, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303240050","CATFISH (SILURUS SPP. OR CLARIAS SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303250100","CARP, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303260000","EELS (ANGUILLA SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303290110","NILE PERCH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303290150","SNAKEHEADS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303310010","ATLANTIC HALIBUT (HIPPOGLOSSUS HIPPOGLOSSUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303310020","PACIFIC HALIBUT (HIPPOGLOSSUS STENOLEPIS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303310030","GREENLAND TURBOT (GREENLAND HALIBUT; REINHARDTIUS HIPPOGLOSSOIDES), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303320000","PLAICE (PLEURONECTES PLATESSA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303330000","SOLE (SOLEA SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303340000","TURBOTS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303390110","FLOUNDER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303390120","ROCK SOLE (PLEURONECTES BILINEATUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303390130","YELLOWFIN SOLE (PLEURONECTES ASPER), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303390195","FLAT FISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303410000","ALBACORE OR LONGFINNED TUNAS (THUNNUS ALALUNGA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303420020","YELLOWFIN TUNAS (THUNNUS ALBACARES), WHOLE, FROZEN","KG",
"0303420040","YELLOWFIN TUNAS (THUNNUS ALBACARES), HEAD-ON, FROZEN, EXCEPT WHOLE","KG",
"0303420060","YELLOWFIN TUNAS (THUNNUS ALBACARES) FROZEN, EXCEPT WHOLE, HEAD-ON, FILLETS, LIVERS AND ROES","KG",
"0303430000","SKIPJACK TUNAS (EUTHYNNUS PELAMIS) OR STRIPE-BELLIED BONITO (KATSUWONUS PELAMIS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303440000","BIGEYE TUNAS (THUNNUS OBESUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303450110","BLUEFIN TUNAS (THUNNUS THYNNUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303450150","THUNNUS ORIENTALIS (PACIFIC BLUEFIN TUNA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303460000","SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303490200","TUNAS (OF THE GENUS THUNNUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303510000","HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303530000","SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS), FRZN EXCEPT FILLET, LIVER AND ROE","KG",
"0303540000","MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303550000","JACK AND HORSE MACKEREL, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303560000","COBIA, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303570010","SWORDFISH STEAKS, FROZEN, EXCEPT FILLETS","KG",
"0303570090","SWORDFISH, FROZEN, EXCEPT STEAKS, FILLETS, LIVERS AND ROES","KG",
"0303590000","FISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)","KG",
"0303630010","ATLANTIC COD (GADUS MORHUA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303630090","COD (GADUS OGAC, GADUS MACROCEPHALUS), FROZEN, EXCEPT ATLANTIC, FILLETS, LIVERS AND ROES","KG",
"0303640000","HADDOCK (MELANOGRAMMUS AEGLEFINUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303650000","ATLANTIC POLLOCK (POLLACHIUS VIRENS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303660000","WHITING (MERLUCCIUS SPP.) AND HAKE (UROPHYCIS SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303670000","ALASKA POLLOCK (THERAGRA CHALCOGRAMMA), FROZEN, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304","KG",
"0303680000","BLUE WHITINGS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303690000","FISH OF FAMILIES BREGMAVEROTIDAE, EUCLICHTHYIDAE, GADIDAE, ETC; FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303810011","DOGFISH (SQUALUS SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303810091","SHARKS, FROZEN, EXCEPT DOGFISH, FILLETS, LIVERS AND ROES","KG",
"0303820000","RAYS AND SKATES, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303830000","TOOTHFISH (DISSOSTICHUS SPP.), FROZEN, EXCLUDING FISH FILLETS, LIVERS AND ROES","KG",
"0303840000","SEA BASS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890001","SEA SMELTS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890004","SMELTS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890010","CUSK, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303890013","SHAD AND STURGEON, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890028","PIKE AND PICKEREL, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890031","PERCH AND PIKE PERCH (INCLUDING YELLOW PIKE), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890034","SAUGER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890037","WHITEFISH, FRESH WATER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890040","TILAPIA, OTHER THAN OREOCHROMIS SPP., FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890043","FISH, FRESHWATER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303890046","AKTA MACKEREL, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890049","MULLET, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890052","MONKFISH (LOPHIUS SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890055","BUTTERFISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890058","CAPELIN, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890061","SABLE FISH (ANOPLOPOMA FIMBRIA), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890067","SNAPPER (LUTJANIDAE SPP.), FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890070","GROUPER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES","KG",
"0303890080","FISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES, NESOI","KG",
"0303912000","STURGEON ROE, FROZEN","KG",
"0303914020","HERRING ROE, FROZEN","KG",
"0303914040","SALMON ROE, FROZEN","KG",
"0303914050","ALASKAN POLLOCK (THERAGRA CHALCOGRAMMA) ROES, FROZEN","KG",
"0303914060","MULLET ROE, FROZEN","KG",
"0303914095","FISH LIVERS AND ROES, FROZEN, NESOI","KG",
"0303920000","SHARK FINS, FROZEN, EXCEPT FILLETS","KG",
"0303990000","OTHER EDIBLE FISH OFFAL, FROZEN, NESOI","KG",
"0304310000","TILAPIA (OREOCHROMIS) FILLETS, FRESH OR CHILLED","KG",
"0304320010","ICTALURUS SPP FILLETS, FRESH OR CHILLED","KG",
